area,ano,acertos,nota_min,nota_max,nota_media
MT,2017,10,354.9,619.9,475.84
MT,2017,11,358.5,634.5,497.18
MT,2017,12,361.3,655.0,520.48
MT,2017,13,361.8,671.7,544.77
MT,2017,14,367.8,689.7,569.68
MT,2017,15,375.7,706.3,594.61
MT,2017,16,373.5,724.5,618.54
MT,2017,17,391.1,729.8,641.05
MT,2017,18,403.3,740.8,661.91
MT,2017,19,407.5,753.0,680.3
MT,2017,20,476.8,758.7,697.12
MT,2017,21,531.6,768.1,712.05
MT,2017,22,588.3,781.4,726.04
MT,2017,23,574.8,790.5,738.87
MT,2017,24,665.5,800.5,750.95
MT,2017,25,679.3,808.9,762.91
MT,2017,26,679.5,823.7,774.44
MT,2017,27,708.6,837.7,785.51
MT,2017,28,719.7,846.2,797.29
MT,2017,29,740.2,857.4,808.53
MT,2017,30,754.6,867.2,820.06
MT,2017,31,764.0,877.5,831.4
MT,2017,32,781.7,885.1,842.49
MT,2017,33,797.8,899.1,853.94
MT,2017,34,812.6,911.7,865.73
MT,2017,35,816.3,920.6,877.19
MT,2017,36,837.5,935.3,889.17
MT,2017,37,847.5,944.8,900.99
MT,2017,38,856.7,955.8,914.73
MT,2017,39,866.8,964.1,927.72
MT,2017,40,875.7,977.6,940.95
MT,2017,41,889.8,983.2,953.14
MT,2017,42,921.9,989.0,967.37
MT,2017,43,950.7,992.8,977.75
MT,2017,44,937.1,993.9,985.79
MT,2017,45,993.9,993.9,993.9
CH,2018,0,394.5,394.5,394.5
CH,2018,1,394.5,437.2,400.36
CH,2018,2,394.5,468.3,406.87
CH,2018,3,394.5,494.2,414.76
CH,2018,4,394.7,516.3,422.8
CH,2018,5,395.0,535.7,432.51
CH,2018,6,394.9,553.6,443.0
CH,2018,7,396.1,562.2,455.0
CH,2018,8,397.4,573.8,468.69
CH,2018,9,398.1,585.2,483.46
CH,2018,10,400.1,596.6,500.4
CH,2018,11,400.8,600.7,518.25
CH,2018,12,402.1,608.2,536.46
CH,2018,13,405.5,616.1,554.2
CH,2018,14,408.0,621.3,570.16
CH,2018,15,410.7,626.1,584.02
CH,2018,16,424.9,633.0,595.68
CH,2018,17,427.6,640.7,605.33
CH,2018,18,459.6,648.8,613.35
CH,2018,19,506.7,649.0,620.34
CH,2018,20,520.6,656.6,626.64
CH,2018,21,568.1,660.4,632.42
CH,2018,22,589.7,666.3,638.01
CH,2018,23,589.6,668.7,643.31
CH,2018,24,611.7,674.5,648.4
CH,2018,25,623.8,678.0,653.42
CH,2018,26,624.9,681.4,658.43
CH,2018,27,628.3,688.3,663.54
CH,2018,28,640.1,692.1,668.58
CH,2018,29,642.1,696.2,673.65
CH,2018,30,644.6,702.7,678.78
CH,2018,31,652.3,706.9,684.15
CH,2018,32,658.6,714.7,689.71
CH,2018,33,661.8,720.5,695.71
CH,2018,34,665.5,727.9,701.81
CH,2018,35,670.0,735.8,708.23
CH,2018,36,680.0,741.8,715.18
CH,2018,37,690.2,749.7,722.76
CH,2018,38,699.4,756.7,731.11
CH,2018,39,708.6,770.2,740.55
CH,2018,40,718.5,780.2,750.66
CH,2018,41,726.2,793.3,762.97
CH,2018,42,741.0,808.8,777.46
CH,2018,43,759.8,825.6,795.55
CH,2018,44,787.8,840.9,819.03
CH,2018,45,850.4,850.4,850.4
CN,2018,0,362.5,362.5,362.5
CN,2018,1,362.5,392.1,368.82
CN,2018,2,362.5,416.2,375.23
CN,2018,3,362.5,441.6,382.5
CN,2018,4,362.6,464.6,390.97
CN,2018,5,362.8,484.3,400.12
CN,2018,6,363.2,501.2,410.32
CN,2018,7,363.7,518.2,421.81
CN,2018,8,365.2,533.0,434.63
CN,2018,9,364.7,547.4,448.88
CN,2018,10,366.6,561.3,464.48
CN,2018,11,369.2,571.4,481.56
CN,2018,12,369.3,585.5,499.57
CN,2018,13,374.5,599.5,518.19
CN,2018,14,383.6,607.4,536.44
CN,2018,15,397.6,621.8,554.22
CN,2018,16,407.5,631.4,570.42
CN,2018,17,417.3,642.0,584.96
CN,2018,18,440.0,653.0,598.03
CN,2018,19,459.9,654.2,609.45
CN,2018,20,509.0,662.1,619.86
CN,2018,21,548.6,671.1,629.2
CN,2018,22,569.0,677.0,637.9
CN,2018,23,592.0,679.4,646.06
CN,2018,24,605.6,686.8,653.79
CN,2018,25,616.7,691.6,661.15
CN,2018,26,618.1,697.5,668.3
CN,2018,27,632.3,704.1,675.22
CN,2018,28,638.4,709.5,682.2
CN,2018,29,647.7,716.6,689.17
CN,2018,30,659.9,724.9,696.3
CN,2018,31,664.2,731.5,703.17
CN,2018,32,670.5,737.8,710.81
CN,2018,33,680.5,750.0,718.24
CN,2018,34,686.3,757.5,726.33
CN,2018,35,692.3,764.5,734.11
CN,2018,36,706.5,771.1,742.9
CN,2018,37,712.3,782.0,752.43
CN,2018,38,724.9,792.5,761.88
CN,2018,39,733.5,804.6,772.71
CN,2018,40,730.4,814.2,786.36
CN,2018,41,746.4,830.4,798.82
CN,2018,42,762.1,848.1,817.59
CN,2018,43,773.5,869.6,838.73
CN,2018,44,838.3,869.6,863.99
LC,2018,0,318.8,330.7,321.9
LC,2018,1,318.8,369.3,331.37
LC,2018,2,318.8,404.8,343.6
LC,2018,3,319.3,417.4,355.09
LC,2018,4,319.7,440.6,367.65
LC,2018,5,320.2,458.6,380.35
LC,2018,6,321.0,477.9,393.22
LC,2018,7,322.1,485.0,407.12
LC,2018,8,326.3,503.1,421.16
LC,2018,9,329.5,516.5,435.94
LC,2018,10,328.7,531.8,450.68
LC,2018,11,331.5,546.0,465.67
LC,2018,12,346.9,558.4,480.38
LC,2018,13,353.6,568.2,494.67
LC,2018,14,373.0,574.7,508.22
LC,2018,15,390.6,588.2,520.78
LC,2018,16,411.0,595.0,532.3
LC,2018,17,421.6,599.1,542.79
LC,2018,18,450.6,608.8,552.5
LC,2018,19,473.5,614.0,561.47
LC,2018,20,491.7,620.0,569.81
LC,2018,21,508.2,625.1,577.91
LC,2018,22,501.1,632.7,585.65
LC,2018,23,530.0,639.0,593.24
LC,2018,24,531.9,648.4,600.83
LC,2018,25,540.0,656.4,608.33
LC,2018,26,557.5,662.9,615.96
LC,2018,27,561.6,671.6,623.59
LC,2018,28,574.5,677.8,631.38
LC,2018,29,577.6,688.8,639.38
LC,2018,30,585.0,694.7,647.79
LC,2018,31,593.6,708.1,656.27
LC,2018,32,600.7,721.2,664.93
LC,2018,33,610.0,723.3,674.23
LC,2018,34,614.1,734.2,683.53
LC,2018,35,626.9,748.3,693.23
LC,2018,36,641.9,760.2,703.49
LC,2018,37,652.1,768.1,715.0
LC,2018,38,674.0,783.6,726.6
LC,2018,39,699.0,793.1,737.32
LC,2018,40,706.1,810.2,753.64
LC,2018,41,710.3,816.9,768.26
LC,2018,42,774.3,807.7,790.42
LC,2018,43,788.7,789.1,788.9
MT,2018,0,369.4,369.4,369.4
MT,2018,1,369.4,421.6,379.41
MT,2018,2,369.4,464.7,388.15
MT,2018,3,369.4,498.0,397.5
MT,2018,4,369.5,518.3,407.9
MT,2018,5,369.9,542.7,419.13
MT,2018,6,370.7,564.2,431.72
MT,2018,7,371.1,591.8,445.13
MT,2018,8,371.6,615.8,460.06
MT,2018,9,373.2,641.4,476.75
MT,2018,10,375.3,666.2,495.11
MT,2018,11,377.3,681.6,516.08
MT,2018,12,379.6,695.1,538.72
MT,2018,13,382.5,703.4,563.3
MT,2018,14,386.3,717.2,589.2
MT,2018,15,397.8,722.6,614.72
MT,2018,16,395.7,731.5,638.44
MT,2018,17,416.4,737.5,659.67
MT,2018,18,431.1,750.4,677.52
MT,2018,19,473.6,757.8,692.78
MT,2018,20,483.1,764.2,705.76
MT,2018,21,564.6,772.7,717.28
MT,2018,22,586.5,781.9,728.1
MT,2018,23,620.1,795.1,738.32
MT,2018,24,637.8,801.7,748.58
MT,2018,25,638.6,807.0,758.91
MT,2018,26,684.3,816.2,769.0
MT,2018,27,688.3,826.6,779.48
MT,2018,28,694.1,837.1,790.35
MT,2018,29,719.5,846.8,801.27
MT,2018,30,731.1,858.9,812.31
MT,2018,31,733.3,868.1,824.26
MT,2018,32,763.1,880.7,836.33
MT,2018,33,744.5,894.7,848.89
MT,2018,34,793.2,908.8,862.2
MT,2018,35,808.1,918.5,876.28
MT,2018,36,823.3,935.6,890.38
MT,2018,37,827.4,946.4,905.3
MT,2018,38,857.6,961.6,919.39
MT,2018,39,838.6,972.7,935.9
MT,2018,40,905.6,981.6,951.22
MT,2018,41,931.2,988.7,966.41
MT,2018,42,953.6,993.0,979.05
MT,2018,43,967.0,994.8,988.7
MT,2018,44,996.1,996.1,996.1
CH,2019,0,315.9,315.9,315.9
CH,2019,1,315.9,362.6,325.53
CH,2019,2,315.9,389.0,335.58
CH,2019,3,315.9,413.3,343.65
CH,2019,4,316.5,431.4,352.19
CH,2019,5,316.8,447.2,361.91
CH,2019,6,316.9,459.6,372.91
CH,2019,7,317.9,469.9,384.53
CH,2019,8,319.2,484.2,397.0
CH,2019,9,321.1,497.4,410.52
CH,2019,10,323.2,508.1,424.89
CH,2019,11,325.7,519.2,439.69
CH,2019,12,328.9,529.5,455.31
CH,2019,13,329.8,541.5,470.66
CH,2019,14,344.4,552.0,485.83
CH,2019,15,348.8,559.7,500.21
CH,2019,16,355.7,568.1,513.54
CH,2019,17,386.9,575.0,525.56
CH,2019,18,397.5,588.8,536.71
CH,2019,19,429.7,589.9,546.73
CH,2019,20,421.2,598.1,556.05
CH,2019,21,481.2,605.1,564.79
CH,2019,22,507.3,611.3,573.12
CH,2019,23,511.1,619.7,581.1
CH,2019,24,537.1,626.2,589.04
CH,2019,25,540.1,633.3,596.87
CH,2019,26,559.2,641.1,604.62
CH,2019,27,568.6,651.2,612.45
CH,2019,28,579.2,656.6,620.28
CH,2019,29,581.6,665.8,628.32
CH,2019,30,597.4,673.8,636.42
CH,2019,31,604.7,680.4,644.72
CH,2019,32,613.8,691.8,653.4
CH,2019,33,621.6,698.8,662.24
CH,2019,34,631.0,714.7,671.4
CH,2019,35,641.9,717.0,680.99
CH,2019,36,652.1,730.8,690.92
CH,2019,37,660.8,737.4,701.77
CH,2019,38,665.2,752.6,713.15
CH,2019,39,684.3,759.7,725.41
CH,2019,40,700.7,776.6,738.75
CH,2019,41,711.4,790.6,753.26
CH,2019,42,731.5,809.1,773.34
CH,2019,43,749.3,822.7,787.86
CH,2019,44,777.4,835.1,809.82
CN,2019,0,327.9,327.9,327.9
CN,2019,1,327.9,363.9,335.27
CN,2019,2,327.9,390.6,341.74
CN,2019,3,327.9,410.4,349.84
CN,2019,4,327.9,436.0,358.59
CN,2019,5,327.9,456.5,367.82
CN,2019,6,327.9,479.9,377.75
CN,2019,7,328.7,507.9,388.73
CN,2019,8,328.8,520.4,400.86
CN,2019,9,332.5,544.2,413.96
CN,2019,10,332.0,551.7,428.58
CN,2019,11,336.0,563.5,444.26
CN,2019,12,337.8,568.6,460.9
CN,2019,13,345.4,578.3,477.99
CN,2019,14,344.4,584.8,495.3
CN,2019,15,354.9,595.3,511.92
CN,2019,16,368.5,604.1,527.74
CN,2019,17,376.2,609.4,542.39
CN,2019,18,391.7,622.2,555.88
CN,2019,19,416.0,627.8,568.33
CN,2019,20,436.4,632.4,579.89
CN,2019,21,460.1,640.8,590.85
CN,2019,22,471.8,649.8,601.15
CN,2019,23,513.6,660.4,611.39
CN,2019,24,525.8,671.1,621.15
CN,2019,25,541.4,678.9,630.76
CN,2019,26,561.0,689.7,640.23
CN,2019,27,573.1,700.5,650.03
CN,2019,28,595.9,716.3,659.65
CN,2019,29,596.6,719.7,669.2
CN,2019,30,612.1,728.0,679.53
CN,2019,31,614.0,740.3,688.92
CN,2019,32,633.1,749.4,698.64
CN,2019,33,656.4,749.2,707.26
CN,2019,34,674.7,767.4,716.21
CN,2019,35,679.2,769.3,725.33
CN,2019,36,690.0,782.2,734.65
CN,2019,37,697.1,791.9,743.63
CN,2019,38,716.6,804.8,752.13
CN,2019,39,720.1,811.0,763.32
CN,2019,40,739.3,815.9,772.64
CN,2019,41,749.6,834.3,788.78
CN,2019,42,759.3,847.8,805.4
CN,2019,43,780.3,853.5,825.62
CN,2019,44,816.7,860.9,840.55
CN,2019,45,860.9,860.9,860.9
LC,2019,0,322.0,329.5,322.98
LC,2019,1,322.0,365.3,330.05
LC,2019,2,322.0,395.1,340.77
LC,2019,3,322.2,420.3,352.14
LC,2019,4,322.7,439.8,363.09
LC,2019,5,322.9,462.4,374.31
LC,2019,6,322.9,470.9,386.88
LC,2019,7,323.9,486.0,399.89
LC,2019,8,324.1,492.1,413.79
LC,2019,9,325.2,503.3,427.73
LC,2019,10,326.4,514.7,441.98
LC,2019,11,326.3,524.3,455.79
LC,2019,12,328.6,534.3,468.88
LC,2019,13,330.7,544.1,481.03
LC,2019,14,338.0,548.9,492.37
LC,2019,15,341.6,554.1,502.61
LC,2019,16,355.6,560.3,512.09
LC,2019,17,365.8,567.4,520.91
LC,2019,18,363.3,574.0,529.07
LC,2019,19,365.3,581.4,536.85
LC,2019,20,414.8,586.7,544.3
LC,2019,21,442.2,592.5,551.4
LC,2019,22,488.8,596.8,558.36
LC,2019,23,503.7,606.4,565.05
LC,2019,24,504.0,613.8,571.66
LC,2019,25,524.0,618.5,578.19
LC,2019,26,529.9,625.3,584.67
LC,2019,27,542.5,631.1,591.14
LC,2019,28,549.2,639.0,597.58
LC,2019,29,552.7,646.5,604.26
LC,2019,30,562.8,657.7,611.0
LC,2019,31,572.6,666.1,617.89
LC,2019,32,560.8,673.9,625.03
LC,2019,33,583.4,683.0,632.42
LC,2019,34,590.9,695.4,640.07
LC,2019,35,599.6,709.3,648.25
LC,2019,36,604.4,723.5,656.67
LC,2019,37,617.5,737.3,666.21
LC,2019,38,627.7,755.3,675.93
LC,2019,39,635.8,770.5,687.97
LC,2019,40,655.1,787.3,701.33
LC,2019,41,676.9,759.2,714.1
LC,2019,42,658.5,801.7,733.81
LC,2019,43,704.3,801.7,753.1
LC,2019,44,801.7,801.7,801.7
MT,2019,0,359.0,359.0,359.0
MT,2019,1,359.0,396.6,367.93
MT,2019,2,359.0,436.5,375.62
MT,2019,3,359.0,477.6,384.82
MT,2019,4,359.0,518.4,395.19
MT,2019,5,359.0,544.6,406.3
MT,2019,6,359.1,567.7,418.97
MT,2019,7,359.2,586.4,433.01
MT,2019,8,359.4,610.1,449.12
MT,2019,9,360.1,624.0,466.84
MT,2019,10,361.0,637.8,486.68
MT,2019,11,361.2,652.6,508.89
MT,2019,12,362.6,667.4,532.68
MT,2019,13,363.9,672.9,557.5
MT,2019,14,364.1,685.4,583.19
MT,2019,15,373.1,693.6,607.5
MT,2019,16,379.1,703.1,629.32
MT,2019,17,388.0,712.7,648.85
MT,2019,18,416.0,723.1,665.55
MT,2019,19,382.0,730.2,679.75
MT,2019,20,491.3,739.2,692.56
MT,2019,21,516.2,750.2,704.03
MT,2019,22,589.5,758.5,715.13
MT,2019,23,594.1,764.1,725.65
MT,2019,24,635.3,775.3,735.8
MT,2019,25,670.1,785.4,746.04
MT,2019,26,680.3,791.4,755.93
MT,2019,27,693.3,808.2,765.76
MT,2019,28,707.4,816.1,776.0
MT,2019,29,719.1,826.1,786.37
MT,2019,30,733.6,832.3,796.4
MT,2019,31,739.7,842.5,806.8
MT,2019,32,751.6,860.3,817.57
MT,2019,33,770.1,867.8,828.6
MT,2019,34,781.1,877.9,840.14
MT,2019,35,795.0,887.3,851.91
MT,2019,36,811.2,905.0,864.33
MT,2019,37,826.1,919.9,876.85
MT,2019,38,833.8,929.6,891.58
MT,2019,39,852.0,949.1,906.36
MT,2019,40,868.6,963.0,922.23
MT,2019,41,884.7,975.2,939.44
MT,2019,42,906.8,984.2,955.83
MT,2019,43,927.3,985.0,971.34
MT,2019,44,959.7,985.5,982.11
MT,2019,45,985.5,985.5,985.5
CH,2020,0,328.4,328.4,328.4
CH,2020,1,328.4,353.3,336.18
CH,2020,2,328.4,376.9,341.5
CH,2020,3,328.5,399.1,346.75
CH,2020,4,328.7,429.4,353.05
CH,2020,5,329.0,449.2,361.36
CH,2020,6,329.4,471.4,370.57
CH,2020,7,329.6,486.8,381.14
CH,2020,8,330.4,498.5,392.95
CH,2020,9,331.0,514.3,406.31
CH,2020,10,332.4,520.9,421.48
CH,2020,11,332.1,535.6,437.79
CH,2020,12,333.4,544.7,455.14
CH,2020,13,334.7,554.4,472.69
CH,2020,14,340.8,563.2,490.03
CH,2020,15,339.5,576.1,506.96
CH,2020,16,349.8,587.8,522.73
CH,2020,17,353.0,600.1,537.64
CH,2020,18,362.6,605.6,551.23
CH,2020,19,382.8,613.3,564.08
CH,2020,20,416.3,624.4,575.85
CH,2020,21,459.9,631.1,586.64
CH,2020,22,438.2,633.9,596.52
CH,2020,23,498.6,640.5,605.61
CH,2020,24,529.3,647.6,613.99
CH,2020,25,554.4,653.3,621.92
CH,2020,26,568.8,659.6,629.45
CH,2020,27,580.6,665.4,636.6
CH,2020,28,589.7,668.8,643.62
CH,2020,29,602.2,680.4,650.85
CH,2020,30,615.9,686.7,658.08
CH,2020,31,622.6,694.6,665.5
CH,2020,32,628.4,700.0,673.25
CH,2020,33,635.5,706.5,681.18
CH,2020,34,646.2,718.4,689.54
CH,2020,35,653.8,725.0,698.35
CH,2020,36,660.0,731.9,707.53
CH,2020,37,675.1,744.0,717.49
CH,2020,38,684.6,756.2,728.15
CH,2020,39,696.1,767.4,739.98
CH,2020,40,706.7,783.6,752.75
CH,2020,41,725.2,794.3,767.66
CH,2020,42,739.0,809.0,785.76
CH,2020,43,766.2,823.4,807.18
CH,2020,44,798.0,844.0,834.7
CH,2020,45,862.6,862.6,862.6
CN,2020,0,332.6,332.6,332.6
CN,2020,1,332.7,359.3,339.1
CN,2020,2,332.7,387.0,346.78
CN,2020,3,332.8,409.4,353.82
CN,2020,4,332.8,426.4,362.22
CN,2020,5,333.0,446.1,370.95
CN,2020,6,333.3,467.2,381.04
CN,2020,7,333.4,489.5,391.97
CN,2020,8,334.0,510.0,403.86
CN,2020,9,333.9,525.9,416.88
CN,2020,10,334.7,535.5,431.41
CN,2020,11,336.7,546.7,446.93
CN,2020,12,338.2,560.2,463.56
CN,2020,13,346.8,572.5,480.86
CN,2020,14,350.7,579.9,498.23
CN,2020,15,359.6,590.5,515.51
CN,2020,16,370.6,599.8,531.43
CN,2020,17,379.1,605.1,546.11
CN,2020,18,387.1,614.0,559.36
CN,2020,19,411.2,623.5,571.37
CN,2020,20,450.9,629.6,582.12
CN,2020,21,474.6,634.1,592.11
CN,2020,22,483.6,641.1,601.18
CN,2020,23,527.6,649.7,609.93
CN,2020,24,527.1,654.1,618.36
CN,2020,25,566.2,666.3,626.48
CN,2020,26,583.6,670.9,634.64
CN,2020,27,591.4,678.9,642.53
CN,2020,28,604.8,686.1,650.96
CN,2020,29,611.5,698.5,659.41
CN,2020,30,626.6,703.7,668.14
CN,2020,31,635.5,710.4,677.14
CN,2020,32,641.2,720.4,686.39
CN,2020,33,649.2,730.8,695.4
CN,2020,34,659.2,741.9,705.5
CN,2020,35,678.9,751.9,715.68
CN,2020,36,687.3,761.0,726.36
CN,2020,37,697.6,775.3,736.42
CN,2020,38,710.5,781.6,748.36
CN,2020,39,725.5,793.1,760.63
CN,2020,40,738.9,810.7,774.94
CN,2020,41,758.7,834.1,791.45
CN,2020,42,779.2,838.7,806.34
CN,2020,43,800.7,854.8,829.91
LC,2020,0,304.0,314.6,305.62
LC,2020,1,304.0,356.6,311.94
LC,2020,2,304.0,386.5,319.68
LC,2020,3,304.1,406.2,329.11
LC,2020,4,304.2,432.0,339.35
LC,2020,5,304.2,440.3,349.57
LC,2020,6,305.0,466.9,361.83
LC,2020,7,305.6,473.3,373.31
LC,2020,8,305.6,483.8,386.99
LC,2020,9,307.8,503.2,401.3
LC,2020,10,309.4,513.5,416.31
LC,2020,11,309.2,520.1,431.51
LC,2020,12,312.9,532.9,446.51
LC,2020,13,316.3,540.6,461.6
LC,2020,14,328.7,552.1,475.54
LC,2020,15,323.4,558.7,488.73
LC,2020,16,334.0,567.6,501.46
LC,2020,17,329.8,576.7,513.66
LC,2020,18,370.2,584.8,525.27
LC,2020,19,372.1,595.3,536.12
LC,2020,20,391.2,601.1,546.79
LC,2020,21,425.5,609.7,557.02
LC,2020,22,447.4,618.8,566.97
LC,2020,23,473.9,629.7,576.7
LC,2020,24,467.3,640.8,586.36
LC,2020,25,498.0,647.7,595.63
LC,2020,26,515.0,657.6,604.77
LC,2020,27,539.8,664.8,613.93
LC,2020,28,550.6,677.1,623.07
LC,2020,29,565.1,679.3,632.23
LC,2020,30,564.1,689.5,641.17
LC,2020,31,591.9,701.0,650.36
LC,2020,32,602.0,710.2,659.53
LC,2020,33,588.3,716.8,668.89
LC,2020,34,624.7,724.8,678.2
LC,2020,35,633.2,740.9,687.95
LC,2020,36,645.1,738.5,698.05
LC,2020,37,662.3,757.1,707.53
LC,2020,38,667.2,769.1,718.73
LC,2020,39,696.2,772.6,729.22
LC,2020,40,705.4,786.5,741.42
LC,2020,41,734.8,787.4,760.8
LC,2020,42,727.2,801.1,766.24
MT,2020,0,327.1,327.1,327.1
MT,2020,1,327.1,371.4,337.28
MT,2020,2,327.1,406.5,346.05
MT,2020,3,327.1,439.3,355.39
MT,2020,4,327.1,471.3,366.61
MT,2020,5,327.3,503.8,378.07
MT,2020,6,327.4,525.8,391.11
MT,2020,7,327.5,547.0,405.67
MT,2020,8,327.8,568.8,422.11
MT,2020,9,328.6,587.8,440.34
MT,2020,10,329.9,606.5,460.43
MT,2020,11,329.5,618.4,482.49
MT,2020,12,333.2,630.3,506.15
MT,2020,13,335.7,645.7,530.4
MT,2020,14,338.1,650.8,554.34
MT,2020,15,345.1,667.0,576.65
MT,2020,16,349.5,674.2,597.71
MT,2020,17,359.3,685.0,615.91
MT,2020,18,371.5,699.1,632.41
MT,2020,19,425.4,705.9,646.97
MT,2020,20,429.7,713.1,660.0
MT,2020,21,447.1,723.3,672.2
MT,2020,22,533.7,737.0,683.97
MT,2020,23,582.0,744.6,695.02
MT,2020,24,613.2,751.6,705.64
MT,2020,25,628.0,759.8,716.51
MT,2020,26,659.5,769.8,727.01
MT,2020,27,669.3,780.2,737.53
MT,2020,28,672.1,790.3,747.97
MT,2020,29,684.8,796.4,758.22
MT,2020,30,714.0,806.6,768.84
MT,2020,31,724.8,816.5,779.4
MT,2020,32,740.1,827.7,790.4
MT,2020,33,734.3,838.0,801.25
MT,2020,34,758.4,849.8,813.16
MT,2020,35,769.8,868.5,825.08
MT,2020,36,795.4,871.2,837.55
MT,2020,37,796.9,887.8,851.04
MT,2020,38,817.0,900.8,864.85
MT,2020,39,840.5,913.1,880.7
MT,2020,40,861.9,927.6,897.54
MT,2020,41,871.8,945.4,915.62
MT,2020,42,902.1,957.3,935.41
MT,2020,43,933.3,966.6,956.26
MT,2020,44,975.0,975.0,975.0
CH,2021,0,328.9,328.9,328.9
CH,2021,1,328.9,363.9,335.33
CH,2021,2,329.3,384.9,342.25
CH,2021,3,329.7,402.8,349.75
CH,2021,4,329.9,419.5,357.72
CH,2021,5,330.4,434.6,366.23
CH,2021,6,331.6,447.1,375.99
CH,2021,7,332.9,464.3,386.77
CH,2021,8,333.7,480.2,398.65
CH,2021,9,336.0,495.7,411.74
CH,2021,10,338.9,515.2,426.25
CH,2021,11,341.3,524.2,441.85
CH,2021,12,341.4,533.2,458.69
CH,2021,13,349.5,543.8,475.56
CH,2021,14,353.3,552.0,492.48
CH,2021,15,365.0,561.6,508.51
CH,2021,16,381.3,572.5,523.07
CH,2021,17,388.8,580.4,536.15
CH,2021,18,392.3,584.6,547.52
CH,2021,19,453.2,594.5,558.06
CH,2021,20,480.1,600.7,567.34
CH,2021,21,485.4,607.5,576.0
CH,2021,22,513.2,614.2,584.32
CH,2021,23,517.9,623.3,592.17
CH,2021,24,544.5,631.2,599.78
CH,2021,25,562.5,637.1,607.19
CH,2021,26,571.4,640.1,614.55
CH,2021,27,577.7,647.7,621.89
CH,2021,28,585.3,654.9,629.22
CH,2021,29,591.7,662.5,636.64
CH,2021,30,609.0,671.3,644.14
CH,2021,31,613.6,680.4,651.85
CH,2021,32,627.7,688.0,659.81
CH,2021,33,629.2,696.2,668.08
CH,2021,34,646.0,706.2,676.66
CH,2021,35,652.4,715.7,685.83
CH,2021,36,656.9,723.9,695.35
CH,2021,37,672.9,734.1,705.77
CH,2021,38,677.9,745.3,716.92
CH,2021,39,687.0,757.0,729.28
CH,2021,40,705.1,772.6,742.68
CH,2021,41,719.9,786.5,757.72
CH,2021,42,737.2,802.7,774.96
CH,2021,43,754.7,819.1,795.55
CH,2021,44,789.5,832.5,819.17
CH,2021,45,846.9,846.9,846.9
CN,2021,0,339.7,339.7,339.7
CN,2021,1,339.7,377.0,348.29
CN,2021,2,339.7,409.2,353.11
CN,2021,3,339.8,434.9,361.58
CN,2021,4,339.9,451.5,370.04
CN,2021,5,340.2,464.3,378.31
CN,2021,6,340.4,482.8,387.67
CN,2021,7,340.8,499.5,397.99
CN,2021,8,341.6,514.8,408.93
CN,2021,9,342.5,536.7,420.78
CN,2021,10,342.8,549.9,433.8
CN,2021,11,343.6,565.1,447.58
CN,2021,12,347.6,577.6,462.78
CN,2021,13,347.5,581.8,479.32
CN,2021,14,346.5,591.2,496.6
CN,2021,15,357.6,601.6,514.47
CN,2021,16,359.8,608.9,532.21
CN,2021,17,376.9,616.8,548.96
CN,2021,18,375.6,627.7,564.49
CN,2021,19,392.4,634.9,578.81
CN,2021,20,425.3,641.0,591.32
CN,2021,21,401.4,647.5,602.78
CN,2021,22,456.4,654.8,613.2
CN,2021,23,515.7,661.3,622.97
CN,2021,24,511.7,668.8,632.29
CN,2021,25,545.4,677.6,641.21
CN,2021,26,580.2,683.5,650.03
CN,2021,27,602.1,691.6,658.42
CN,2021,28,607.9,701.5,666.95
CN,2021,29,630.0,706.4,675.04
CN,2021,30,626.0,717.7,683.55
CN,2021,31,641.0,726.9,691.94
CN,2021,32,659.9,732.7,700.25
CN,2021,33,663.4,741.9,708.5
CN,2021,34,680.1,753.6,716.84
CN,2021,35,678.3,760.0,725.95
CN,2021,36,697.4,773.3,734.99
CN,2021,37,702.9,784.1,744.63
CN,2021,38,717.0,792.1,755.09
CN,2021,39,728.5,803.6,765.87
CN,2021,40,742.8,828.5,778.34
CN,2021,41,756.4,839.0,790.85
CN,2021,42,771.0,848.7,806.11
CN,2021,43,791.3,858.8,828.62
CN,2021,44,826.8,867.1,850.59
CN,2021,45,867.1,867.1,867.1
LC,2021,0,298.0,304.2,300.27
LC,2021,1,298.0,346.9,308.32
LC,2021,2,298.0,370.4,318.3
LC,2021,3,298.0,401.4,328.42
LC,2021,4,298.5,414.7,338.46
LC,2021,5,299.0,429.5,349.64
LC,2021,6,299.7,446.6,360.79
LC,2021,7,302.2,465.0,373.27
LC,2021,8,303.3,476.0,386.36
LC,2021,9,305.2,493.0,400.54
LC,2021,10,305.5,503.4,415.09
LC,2021,11,306.9,519.3,430.11
LC,2021,12,317.3,531.3,444.99
LC,2021,13,319.7,550.6,460.25
LC,2021,14,329.4,550.1,474.71
LC,2021,15,341.5,557.6,488.54
LC,2021,16,360.9,568.3,501.28
LC,2021,17,371.4,575.8,513.48
LC,2021,18,363.2,583.9,524.6
LC,2021,19,422.3,592.8,535.26
LC,2021,20,441.1,600.8,545.27
LC,2021,21,445.9,609.9,554.9
LC,2021,22,478.7,612.1,563.94
LC,2021,23,496.1,620.5,573.02
LC,2021,24,507.6,630.8,581.8
LC,2021,25,516.5,635.6,590.39
LC,2021,26,523.3,645.8,599.08
LC,2021,27,539.9,651.4,607.98
LC,2021,28,546.9,665.2,616.83
LC,2021,29,557.4,676.8,625.7
