area,area_label,area_full,co_prova,cor,pos_area,co_posicao,co_item,habilidade,tp_lingua,lingua_label,anulado,motivo_anulacao,gab,pct_acerto,A,B,C,p_modelo_theta0,dif_xtri,total,categoria,categoria_ordem,discriminacao
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,2,47,111883,H12,,,False,,A,25.46,4.66484,2.18392,0.24931,0.24931002259028118,74.88384853163173,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,3,48,111927,H20,,,False,,D,49.01,2.71693,0.48298,0.15872,0.24034131096450206,67.22431478730738,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,4,49,141102,H7,,,False,,E,34.94,2.30036,1.00184,0.16439,0.18068184937874462,76.0266797903816,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,5,50,125735,H29,,,False,,D,35.72,1.93462,0.98037,0.16564,0.1975640069710521,74.65633954688161,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,6,51,87509,H2,,,False,,E,24.67,3.63787,1.15279,0.14648,0.14716336766210494,81.79988110196318,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,7,52,140583,H26,,,False,,A,60.12,1.45157,0.32702,0.25689,0.4861654644184041,47.357244812803735,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,8,53,55300,H9,,,False,,D,39.29,1.31187,0.62382,0.05009,0.239322924602454,70.69250990084049,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,9,54,140491,H26,,,False,,B,18.81,3.19307,1.3846,0.09892,0.09941023903087062,86.95483446299342,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,10,55,140201,H23,,,False,,D,31.99,2.24373,1.5186,0.21973,0.22210295482488915,74.3668079363822,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,11,56,85670,H24,,,False,,E,55.26,0.93648,0.01685,0.00699,0.4968359094300306,48.36466588704802,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,12,57,111982,H21,,,False,,C,26.05,2.105,1.30323,0.13227,0.14037826486055752,81.75791278406376,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,13,58,149742,H4,,,False,,E,31.73,2.12991,1.01053,0.1851,0.20556381377017688,75.53285210493851,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,14,59,140428,H8,,,False,,E,50.43,2.89147,0.38165,0.19431,0.301345091054931,62.762069081429495,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,15,60,95807,H16,,,False,,D,32.54,2.64665,1.19196,0.1989,0.20263713128355534,75.43958646656891,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,16,61,149784,H27,,,False,,C,56.36,3.39468,0.43866,0.21726,0.27493232574592114,62.40339882651513,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,17,62,141009,H23,,,False,,C,52.19,0.96638,0.17386,0.02709,0.4445415770722548,52.83829749030345,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,18,63,141340,H24,,,False,,D,17.4,1.73204,2.72077,0.1455,0.14578336049373897,84.43408156790697,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,19,64,84849,H10,,,False,,D,26.89,4.59882,2.67933,0.2714,0.27140000058254404,72.94749996213463,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,20,65,149824,H6,,,False,,E,43.49,3.19948,0.61346,0.2005,0.2279500807275157,69.96174475271148,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,21,66,88661,H1,,,False,,C,34.89,1.09592,1.36918,0.15733,0.21831239472580038,73.59819434282298,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,22,67,141078,H17,,,False,,C,41.35,2.57535,0.86944,0.17393,0.19189105785970634,73.05458123911909,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,23,68,111941,H25,,,False,,B,33.62,2.26139,1.02325,0.16839,0.18435243135170787,76.25009196213898,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,24,69,85913,H3,,,False,,C,48.61,2.33002,0.49764,0.18069,0.2808616135107874,64.73049512179882,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,25,70,149787,H4,,,False,,E,37.99,1.55351,0.67065,0.0359,0.17607779671574697,75.25844321347644,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,26,71,140432,H7,,,False,,A,29.84,3.02419,2.65234,0.31115,0.3111508242935562,69.33119642091884,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,27,72,141135,H22,,,False,,B,44.88,0.87966,0.51011,0.00817,0.32360389644065884,63.257746731357166,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,28,73,140594,H19,,,False,,B,45.12,1.86385,1.14501,0.26101,0.2801359614134238,65.99916250812745,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,29,74,85827,H13,,,False,,A,19.36,1.49039,2.09108,0.13159,0.13591141659751502,84.38975792116152,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,30,75,141167,H22,,,False,,C,22.6,2.19091,1.56736,0.14811,0.15058648481967157,82.30187848672135,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,31,76,118062,H28,,,False,,A,57.71,2.19388,0.35534,0.2554,0.41172286454732193,53.039513804424075,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,32,77,56054,H11,,,False,,B,34.92,2.42693,0.89696,0.18703,0.2066319052508489,74.34692615869481,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,33,78,141162,H12,,,False,,A,19.99,1.75522,2.19228,0.16031,0.1615193755848594,82.50474058698414,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,34,79,118057,H30,,,False,,C,35.1,2.52659,0.77,0.12624,0.15710241652954515,77.50334292557956,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,35,80,140932,H25,,,False,,E,29.79,1.9729,1.40956,0.20847,0.2154120223705538,75.571718545914,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,36,81,55581,H23,,,False,,E,44.53,1.27011,0.4607,0.01257,0.2791537431893125,66.26950669269469,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,37,82,125788,H21,,,False,,D,27.03,1.33923,1.58995,0.13226,0.15489805654001623,80.47112632489895,3368961.0,Muito difícil,3,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,38,83,140518,H28,,,False,,D,51.81,2.30961,0.41788,0.15881,0.2953895686011281,62.66617804092668,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,39,84,140451,H14,,,False,,B,46.11,1.48185,0.40715,0.0573,0.3061015768574793,63.96489750426384,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,40,85,56368,H27,,,False,,B,22.83,1.48674,1.75227,0.12006,0.13043300287527798,83.53135481310693,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,41,86,83900,H5,,,False,,A,57.52,2.84871,0.31801,0.21545,0.353943786719366,56.8616538632412,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,42,87,84812,H1,,,False,,D,25.47,2.51773,1.23104,0.13566,0.14008737126027943,81.97982086808184,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,43,88,96978,H15,,,False,,A,58.44,3.38036,0.39077,0.295,0.3624892037684145,55.98420175505305,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,44,89,95495,H11,,,False,,B,19.11,3.08374,1.64736,0.15319,0.1533403556039432,83.3443768857437,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,45,90,90024,H19,,,False,,B,42.05,2.69381,0.79832,0.22068,0.24030929904654494,69.66239556197458,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,1,46,140583,H26,,,False,,A,60.12,1.45157,0.32702,0.25689,0.4861654644184041,47.357244812803735,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,2,47,55300,H9,,,False,,D,39.29,1.31187,0.62382,0.05009,0.239322924602454,70.69250990084049,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,3,48,140491,H26,,,False,,B,18.81,3.19307,1.3846,0.09892,0.09941023903087062,86.95483446299342,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,4,49,140201,H23,,,False,,D,31.99,2.24373,1.5186,0.21973,0.22210295482488915,74.3668079363822,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,5,50,85670,H24,,,False,,E,55.26,0.93648,0.01685,0.00699,0.4968359094300306,48.36466588704802,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,6,51,141102,H7,,,False,,E,34.94,2.30036,1.00184,0.16439,0.18068184937874462,76.0266797903816,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,7,52,125735,H29,,,False,,D,35.72,1.93462,0.98037,0.16564,0.1975640069710521,74.65633954688161,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,8,53,87509,H2,,,False,,E,24.67,3.63787,1.15279,0.14648,0.14716336766210494,81.79988110196318,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,9,54,111982,H21,,,False,,C,26.05,2.105,1.30323,0.13227,0.14037826486055752,81.75791278406376,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,10,55,149742,H4,,,False,,E,31.73,2.12991,1.01053,0.1851,0.20556381377017688,75.53285210493851,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,11,56,140428,H8,,,False,,E,50.43,2.89147,0.38165,0.19431,0.301345091054931,62.762069081429495,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,12,57,95807,H16,,,False,,D,32.54,2.64665,1.19196,0.1989,0.20263713128355534,75.43958646656891,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,13,58,149784,H27,,,False,,C,56.36,3.39468,0.43866,0.21726,0.27493232574592114,62.40339882651513,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,14,59,112144,H18,,,False,,C,43.28,1.84717,0.93959,0.21042,0.24967266632267598,68.62327668902606,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,15,60,111883,H12,,,False,,A,25.46,4.66484,2.18392,0.24931,0.24931002259028118,74.88384853163173,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,16,61,111927,H20,,,False,,D,49.01,2.71693,0.48298,0.15872,0.24034131096450206,67.22431478730738,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,17,62,56368,H27,,,False,,B,22.83,1.48674,1.75227,0.12006,0.13043300287527798,83.53135481310693,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,18,63,83900,H5,,,False,,A,57.52,2.84871,0.31801,0.21545,0.353943786719366,56.8616538632412,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,19,64,84812,H1,,,False,,D,25.47,2.51773,1.23104,0.13566,0.14008737126027943,81.97982086808184,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,20,65,96978,H15,,,False,,A,58.44,3.38036,0.39077,0.295,0.3624892037684145,55.98420175505305,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,21,66,95495,H11,,,False,,B,19.11,3.08374,1.64736,0.15319,0.1533403556039432,83.3443768857437,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,22,67,90024,H19,,,False,,B,42.05,2.69381,0.79832,0.22068,0.24030929904654494,69.66239556197458,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,23,68,141167,H22,,,False,,C,22.6,2.19091,1.56736,0.14811,0.15058648481967157,82.30187848672135,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,24,69,118062,H28,,,False,,A,57.71,2.19388,0.35534,0.2554,0.41172286454732193,53.039513804424075,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,25,70,56054,H11,,,False,,B,34.92,2.42693,0.89696,0.18703,0.2066319052508489,74.34692615869481,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,26,71,141162,H12,,,False,,A,19.99,1.75522,2.19228,0.16031,0.1615193755848594,82.50474058698414,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,27,72,118057,H30,,,False,,C,35.1,2.52659,0.77,0.12624,0.15710241652954515,77.50334292557956,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,28,73,141135,H22,,,False,,B,44.88,0.87966,0.51011,0.00817,0.32360389644065884,63.257746731357166,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,29,74,140594,H19,,,False,,B,45.12,1.86385,1.14501,0.26101,0.2801359614134238,65.99916250812745,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,30,75,85827,H13,,,False,,A,19.36,1.49039,2.09108,0.13159,0.13591141659751502,84.38975792116152,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,31,76,141009,H23,,,False,,C,52.19,0.96638,0.17386,0.02709,0.4445415770722548,52.83829749030345,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,32,77,141340,H24,,,False,,D,17.4,1.73204,2.72077,0.1455,0.14578336049373897,84.43408156790697,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,33,78,84849,H10,,,False,,D,26.89,4.59882,2.67933,0.2714,0.27140000058254404,72.94749996213463,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,34,79,149824,H6,,,False,,E,43.49,3.19948,0.61346,0.2005,0.2279500807275157,69.96174475271148,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,35,80,88661,H1,,,False,,C,34.89,1.09592,1.36918,0.15733,0.21831239472580038,73.59819434282298,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,36,81,141078,H17,,,False,,C,41.35,2.57535,0.86944,0.17393,0.19189105785970634,73.05458123911909,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,37,82,111941,H25,,,False,,B,33.62,2.26139,1.02325,0.16839,0.18435243135170787,76.25009196213898,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,38,83,85913,H3,,,False,,C,48.61,2.33002,0.49764,0.18069,0.2808616135107874,64.73049512179882,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,39,84,149787,H4,,,False,,E,37.99,1.55351,0.67065,0.0359,0.17607779671574697,75.25844321347644,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,40,85,140432,H7,,,False,,A,29.84,3.02419,2.65234,0.31115,0.3111508242935562,69.33119642091884,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,41,86,140932,H25,,,False,,E,29.79,1.9729,1.40956,0.20847,0.2154120223705538,75.571718545914,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,42,87,55581,H23,,,False,,E,44.53,1.27011,0.4607,0.01257,0.2791537431893125,66.26950669269469,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,43,88,125788,H21,,,False,,D,27.03,1.33923,1.58995,0.13226,0.15489805654001623,80.47112632489895,3368961.0,Muito difícil,3,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,44,89,140518,H28,,,False,,D,51.81,2.30961,0.41788,0.15881,0.2953895686011281,62.66617804092668,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1449,BRANCA,45,90,140451,H14,,,False,,B,46.11,1.48185,0.40715,0.0573,0.3061015768574793,63.96489750426384,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,1,46,111982,H21,,,False,,C,26.05,2.105,1.30323,0.13227,0.14037826486055752,81.75791278406376,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,2,47,149742,H4,,,False,,E,31.73,2.12991,1.01053,0.1851,0.20556381377017688,75.53285210493851,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,3,48,140428,H8,,,False,,E,50.43,2.89147,0.38165,0.19431,0.301345091054931,62.762069081429495,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,4,49,95807,H16,,,False,,D,32.54,2.64665,1.19196,0.1989,0.20263713128355534,75.43958646656891,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,5,50,149784,H27,,,False,,C,56.36,3.39468,0.43866,0.21726,0.27493232574592114,62.40339882651513,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,6,51,140583,H26,,,False,,A,60.12,1.45157,0.32702,0.25689,0.4861654644184041,47.357244812803735,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,7,52,55300,H9,,,False,,D,39.29,1.31187,0.62382,0.05009,0.239322924602454,70.69250990084049,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,8,53,140491,H26,,,False,,B,18.81,3.19307,1.3846,0.09892,0.09941023903087062,86.95483446299342,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,9,54,140201,H23,,,False,,D,31.99,2.24373,1.5186,0.21973,0.22210295482488915,74.3668079363822,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,10,55,85670,H24,,,False,,E,55.26,0.93648,0.01685,0.00699,0.4968359094300306,48.36466588704802,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,11,56,112144,H18,,,False,,C,43.28,1.84717,0.93959,0.21042,0.24967266632267598,68.62327668902606,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,12,57,111883,H12,,,False,,A,25.46,4.66484,2.18392,0.24931,0.24931002259028118,74.88384853163173,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,13,58,111927,H20,,,False,,D,49.01,2.71693,0.48298,0.15872,0.24034131096450206,67.22431478730738,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,14,59,141102,H7,,,False,,E,34.94,2.30036,1.00184,0.16439,0.18068184937874462,76.0266797903816,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,15,60,125735,H29,,,False,,D,35.72,1.93462,0.98037,0.16564,0.1975640069710521,74.65633954688161,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,16,61,87509,H2,,,False,,E,24.67,3.63787,1.15279,0.14648,0.14716336766210494,81.79988110196318,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,17,62,141167,H22,,,False,,C,22.6,2.19091,1.56736,0.14811,0.15058648481967157,82.30187848672135,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,18,63,118062,H28,,,False,,A,57.71,2.19388,0.35534,0.2554,0.41172286454732193,53.039513804424075,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,19,64,56054,H11,,,False,,B,34.92,2.42693,0.89696,0.18703,0.2066319052508489,74.34692615869481,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,20,65,141162,H12,,,False,,A,19.99,1.75522,2.19228,0.16031,0.1615193755848594,82.50474058698414,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,21,66,118057,H30,,,False,,C,35.1,2.52659,0.77,0.12624,0.15710241652954515,77.50334292557956,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,22,67,56368,H27,,,False,,B,22.83,1.48674,1.75227,0.12006,0.13043300287527798,83.53135481310693,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,23,68,83900,H5,,,False,,A,57.52,2.84871,0.31801,0.21545,0.353943786719366,56.8616538632412,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,24,69,84812,H1,,,False,,D,25.47,2.51773,1.23104,0.13566,0.14008737126027943,81.97982086808184,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,25,70,96978,H15,,,False,,A,58.44,3.38036,0.39077,0.295,0.3624892037684145,55.98420175505305,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,26,71,95495,H11,,,False,,B,19.11,3.08374,1.64736,0.15319,0.1533403556039432,83.3443768857437,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,27,72,90024,H19,,,False,,B,42.05,2.69381,0.79832,0.22068,0.24030929904654494,69.66239556197458,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,28,73,141078,H17,,,False,,C,41.35,2.57535,0.86944,0.17393,0.19189105785970634,73.05458123911909,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,29,74,111941,H25,,,False,,B,33.62,2.26139,1.02325,0.16839,0.18435243135170787,76.25009196213898,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,30,75,85913,H3,,,False,,C,48.61,2.33002,0.49764,0.18069,0.2808616135107874,64.73049512179882,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,31,76,149787,H4,,,False,,E,37.99,1.55351,0.67065,0.0359,0.17607779671574697,75.25844321347644,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,32,77,140432,H7,,,False,,A,29.84,3.02419,2.65234,0.31115,0.3111508242935562,69.33119642091884,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,33,78,140932,H25,,,False,,E,29.79,1.9729,1.40956,0.20847,0.2154120223705538,75.571718545914,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,34,79,55581,H23,,,False,,E,44.53,1.27011,0.4607,0.01257,0.2791537431893125,66.26950669269469,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,35,80,125788,H21,,,False,,D,27.03,1.33923,1.58995,0.13226,0.15489805654001623,80.47112632489895,3368961.0,Muito difícil,3,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,36,81,140518,H28,,,False,,D,51.81,2.30961,0.41788,0.15881,0.2953895686011281,62.66617804092668,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,37,82,140451,H14,,,False,,B,46.11,1.48185,0.40715,0.0573,0.3061015768574793,63.96489750426384,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,38,83,141009,H23,,,False,,C,52.19,0.96638,0.17386,0.02709,0.4445415770722548,52.83829749030345,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,39,84,141340,H24,,,False,,D,17.4,1.73204,2.72077,0.1455,0.14578336049373897,84.43408156790697,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,40,85,84849,H10,,,False,,D,26.89,4.59882,2.67933,0.2714,0.27140000058254404,72.94749996213463,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,41,86,149824,H6,,,False,,E,43.49,3.19948,0.61346,0.2005,0.2279500807275157,69.96174475271148,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,42,87,88661,H1,,,False,,C,34.89,1.09592,1.36918,0.15733,0.21831239472580038,73.59819434282298,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,43,88,141135,H22,,,False,,B,44.88,0.87966,0.51011,0.00817,0.32360389644065884,63.257746731357166,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,44,89,140594,H19,,,False,,B,45.12,1.86385,1.14501,0.26101,0.2801359614134238,65.99916250812745,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1450,VERDE,45,90,85827,H13,,,False,,A,19.36,1.49039,2.09108,0.13159,0.13591141659751502,84.38975792116152,3368961.0,Muito difícil,3,A
