area,area_label,area_full,co_prova,cor,pos_area,co_posicao,co_item,habilidade,tp_lingua,lingua_label,anulado,motivo_anulacao,gab,pct_acerto,A,B,C,p_modelo_theta0,dif_xtri,total,categoria,categoria_ordem,discriminacao
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,12,12,150643,H24,,,False,,E,40.63,2.25962,0.86097,0.1859,0.21465557956736847,71.82688732812105,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,13,13,150940,H15,,,False,,B,38.47,1.17106,0.92453,0.04846,0.17880720954710308,74.9130313794383,3368961.0,Muito difícil,3,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,14,14,157571,H11,,,False,,C,64.4,2.29926,0.1859,0.18515,0.4507369590399092,48.162097662405905,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,15,15,153400,H27,,,False,,E,33.4,4.6087,0.80546,0.10579,0.10741176557593916,81.32823523756396,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,16,16,157665,H21,,,False,,C,54.3,1.03891,0.31916,0.00705,0.3671885994457534,57.12774103602604,3368961.0,Fácil,0,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,17,17,154020,H9,,,False,,A,76.45,2.44218,-0.02849,0.19639,0.6219305038979757,32.81701724663158,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,18,18,157619,H10,,,False,,E,78.14,1.82096,-0.29844,0.19586,0.7714859586860421,22.504412685407267,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,19,19,150612,H20,,,False,,B,47.82,2.21653,0.6224,0.19711,0.2673169394866336,65.88739893336881,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,20,20,153392,H17,,,False,,C,43.88,2.2343,0.80331,0.16272,0.20053559571947438,71.60718627823415,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,21,21,153556,H13,,,False,,A,48.21,2.03689,0.74331,0.21068,0.2665948021940412,65.79783785738734,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,22,22,157615,H15,,,False,,E,46.45,1.64072,0.95986,0.19106,0.24309775738071357,67.94114577025361,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,23,23,157598,H18,,,False,,C,29.75,1.56827,1.94895,0.23722,0.24142145401631812,73.89510548893932,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,24,24,120341,H19,,,False,,C,36.08,1.57743,0.96321,0.09612,0.159610582107452,76.99731216301562,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,25,25,150642,H23,,,False,,E,47.23,1.26109,1.31039,0.27904,0.32000824059528266,62.66896436130662,3368961.0,Médio,1,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,26,26,153681,H26,,,False,,D,36.47,3.6449,1.00902,0.2065,0.20802547879467082,73.7138438783464,3368961.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,27,27,44047,H26,,,False,,B,86.96,2.89699,-0.59642,0.02425,0.950880496968705,7.756767697034175,3368961.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,28,28,118196,H9,,,False,,A,70.49,2.40377,-0.0414,0.08365,0.5804892388067262,37.5966994775628,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,29,29,150505,H16,,,False,,B,49.94,1.2319,0.54082,0.1049,0.3230191572983402,61.524754775607896,3368961.0,Médio,1,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,30,30,150761,H17,,,False,,A,33.09,2.23464,1.07057,0.13133,0.14595896858616492,78.93116704189929,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,31,31,153420,H20,,,False,,B,20.48,2.37816,1.72434,0.14733,0.14812943399574996,83.20358679027625,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,32,32,153419,H28,,,False,,D,55.05,0.67096,0.11449,0.00825,0.47179254118299724,50.06598482310518,3368961.0,Fácil,0,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,33,33,140908,H29,,,False,,E,11.76,4.01735,1.50486,0.06311,0.06314222855666836,91.77975514381656,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,34,34,140845,H2,,,False,,B,61.97,2.09447,0.20656,0.13133,0.4127737966715697,51.48020321634797,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,35,35,158757,H12,,,False,,B,62.76,2.96488,0.28395,0.14322,0.30850401479762807,57.98123903815417,3368961.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,36,36,158716,H14,,,False,,C,31.62,2.29277,1.01273,0.0931,0.11027720328449803,81.76498178650762,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,37,37,153550,H12,,,False,,B,40.17,1.56252,0.97856,0.22899,0.28232950666019174,67.58908206708753,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,38,38,66526,H25,,,False,,A,44.09,2.68424,0.7301,0.15132,0.18060196524643546,72.82937225898169,3368961.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,39,39,97881,H22,,,False,,A,44.54,3.43242,0.90425,0.28122,0.28487485245504135,65.89413459042231,3368961.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,40,40,43532,H18,,,False,,B,34.34,4.75417,0.97598,0.1838,0.184106152184963,76.0141001079774,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,41,41,157593,H3,,,False,,D,43.86,1.17057,0.6619,0.00779,0.21743514565544378,70.51571553239614,3368961.0,Difícil,2,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,42,42,17166,H24,,,False,,D,52.37,3.22461,0.66444,0.25447,0.2734975898675206,63.89315665861116,3368961.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,43,43,120714,H4,,,False,,C,55.02,2.622,0.59532,0.25859,0.3073516011514275,60.76514592515721,3368961.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,44,44,152784,H30,,,False,,C,61.17,2.93851,0.36901,0.18829,0.29921208493521995,59.14171447921069,3368961.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1461,VERDE,45,45,150607,H16,,,False,,A,34.25,1.60463,1.535,0.21298,0.22475405454178127,73.40348645478423,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,1,1,112036,H5,0.0,ING,False,,E,51.62,4.90205,0.71195,0.17497,0.17715092294538043,70.41819000855027,2016194.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,1,1,154015,H8,1.0,ESP,False,,D,15.05,2.90355,1.66292,0.12537,0.125608186154945,86.56796789992858,1352767.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,2,2,153930,H6,0.0,ING,False,,A,71.8,2.28024,0.18554,0.19951,0.4617207795334859,44.85814933032342,2016194.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,2,2,153833,H5,1.0,ESP,False,,C,52.0,2.32932,0.44342,0.201,0.3186989659803626,61.08456721127643,1352767.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,3,3,153875,H7,0.0,ING,False,,D,61.79,3.7284,0.3723,0.1705,0.242081340111296,62.638212892765765,2016194.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,3,3,152688,H6,1.0,ESP,False,,B,54.43,1.12528,0.36546,0.2073,0.47048290394537307,50.36811124355075,1352767.0,Fácil,0,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,4,4,118169,H7,0.0,ING,False,,D,64.47,2.94472,0.59928,0.24615,0.2819016517962011,59.11189263324693,2016194.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,4,4,153945,H8,1.0,ESP,False,,A,24.86,1.8208,1.32304,0.19745,0.21059439160112878,77.61036454592663,1352767.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,5,5,153836,H6,0.0,ING,False,,D,58.62,2.38626,0.67668,0.18733,0.2363883700003362,64.11775594997815,2016194.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,5,5,140709,H7,1.0,ESP,False,,D,32.85,2.7718,0.94236,0.20053,0.20984634666247048,74.86248746693943,1352767.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,6,6,157750,H1,,,False,,C,46.48,2.05162,0.89837,0.20823,0.24129006238745856,68.0481459448152,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,7,7,157751,H4,,,False,,E,50.65,2.91253,0.48859,0.10089,0.17436846937096262,70.93854949088744,3368961.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,8,8,157775,H22,,,False,,E,34.11,3.6719,1.0849,0.13842,0.13940553372015016,79.00014030819024,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,9,9,157779,H29,,,False,,D,31.66,1.74082,1.23944,0.11882,0.14075455645487112,79.76995383043338,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,10,10,157781,H30,,,False,,C,31.48,3.44333,1.03742,0.13709,0.13907437325947672,79.94216573813402,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,11,11,154020,H9,,,False,,A,76.45,2.44218,-0.02849,0.19639,0.6219305038979757,32.81701724663158,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,12,12,157619,H10,,,False,,E,78.14,1.82096,-0.29844,0.19586,0.7714859586860421,22.504412685407267,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,13,13,150612,H20,,,False,,B,47.82,2.21653,0.6224,0.19711,0.2673169394866336,65.88739893336881,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,14,14,153392,H17,,,False,,C,43.88,2.2343,0.80331,0.16272,0.20053559571947438,71.60718627823415,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,15,15,153556,H13,,,False,,A,48.21,2.03689,0.74331,0.21068,0.2665948021940412,65.79783785738734,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,16,16,157615,H15,,,False,,E,46.45,1.64072,0.95986,0.19106,0.24309775738071357,67.94114577025361,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,17,17,157598,H18,,,False,,C,29.75,1.56827,1.94895,0.23722,0.24142145401631812,73.89510548893932,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,18,18,150940,H15,,,False,,B,38.47,1.17106,0.92453,0.04846,0.17880720954710308,74.9130313794383,3368961.0,Muito difícil,3,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,19,19,157571,H11,,,False,,C,64.4,2.29926,0.1859,0.18515,0.4507369590399092,48.162097662405905,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,20,20,153400,H27,,,False,,E,33.4,4.6087,0.80546,0.10579,0.10741176557593916,81.32823523756396,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,21,21,157665,H21,,,False,,C,54.3,1.03891,0.31916,0.00705,0.3671885994457534,57.12774103602604,3368961.0,Fácil,0,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,22,22,150674,H2,,,False,,B,56.81,2.05176,0.63313,0.21138,0.2894557036737377,61.30187926120705,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,23,23,150643,H24,,,False,,E,40.63,2.25962,0.86097,0.1859,0.21465557956736847,71.82688732812105,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,24,24,158757,H12,,,False,,B,62.76,2.96488,0.28395,0.14322,0.30850401479762807,57.98123903815417,3368961.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,25,25,158716,H14,,,False,,C,31.62,2.29277,1.01273,0.0931,0.11027720328449803,81.76498178650762,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,26,26,44047,H26,,,False,,B,86.96,2.89699,-0.59642,0.02425,0.950880496968705,7.756767697034175,3368961.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,27,27,118196,H9,,,False,,A,70.49,2.40377,-0.0414,0.08365,0.5804892388067262,37.5966994775628,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,28,28,150505,H16,,,False,,B,49.94,1.2319,0.54082,0.1049,0.3230191572983402,61.524754775607896,3368961.0,Médio,1,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,29,29,150761,H17,,,False,,A,33.09,2.23464,1.07057,0.13133,0.14595896858616492,78.93116704189929,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,30,30,120341,H19,,,False,,C,36.08,1.57743,0.96321,0.09612,0.159610582107452,76.99731216301562,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,31,31,150642,H23,,,False,,E,47.23,1.26109,1.31039,0.27904,0.32000824059528266,62.66896436130662,3368961.0,Médio,1,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,32,32,153681,H26,,,False,,D,36.47,3.6449,1.00902,0.2065,0.20802547879467082,73.7138438783464,3368961.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,33,33,153420,H20,,,False,,B,20.48,2.37816,1.72434,0.14733,0.14812943399574996,83.20358679027625,3368961.0,Muito difícil,3,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,34,34,153419,H28,,,False,,D,55.05,0.67096,0.11449,0.00825,0.47179254118299724,50.06598482310518,3368961.0,Fácil,0,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,35,35,140908,H29,,,False,,E,11.76,4.01735,1.50486,0.06311,0.06314222855666836,91.77975514381656,3368961.0,Muito difícil,3,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,36,36,140845,H2,,,False,,B,61.97,2.09447,0.20656,0.13133,0.4127737966715697,51.48020321634797,3368961.0,Fácil,0,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,37,37,152784,H30,,,False,,C,61.17,2.93851,0.36901,0.18829,0.29921208493521995,59.14171447921069,3368961.0,Fácil,0,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,38,38,150607,H16,,,False,,A,34.25,1.60463,1.535,0.21298,0.22475405454178127,73.40348645478423,3368961.0,Difícil,2,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,39,39,153550,H12,,,False,,B,40.17,1.56252,0.97856,0.22899,0.28232950666019174,67.58908206708753,3368961.0,Médio,1,A
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,40,40,66526,H25,,,False,,A,44.09,2.68424,0.7301,0.15132,0.18060196524643546,72.82937225898169,3368961.0,Difícil,2,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,41,41,157593,H3,,,False,,D,43.86,1.17057,0.6619,0.00779,0.21743514565544378,70.51571553239614,3368961.0,Difícil,2,A-
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,42,42,17166,H24,,,False,,D,52.37,3.22461,0.66444,0.25447,0.2734975898675206,63.89315665861116,3368961.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,43,43,120714,H4,,,False,,C,55.02,2.622,0.59532,0.25859,0.3073516011514275,60.76514592515721,3368961.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,44,44,97881,H22,,,False,,A,44.54,3.43242,0.90425,0.28122,0.28487485245504135,65.89413459042231,3368961.0,Médio,1,A+
LC,Linguagens,"Linguagens, Códigos e suas Tecnologias",1462,BRANCA,45,45,43532,H18,,,False,,B,34.34,4.75417,0.97598,0.1838,0.184106152184963,76.0141001079774,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,1,46,141102,H7,,,False,,E,34.94,2.30036,1.00184,0.16439,0.18068184937874462,76.0266797903816,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,2,47,125735,H29,,,False,,D,35.72,1.93462,0.98037,0.16564,0.1975640069710521,74.65633954688161,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,3,48,87509,H2,,,False,,E,24.67,3.63787,1.15279,0.14648,0.14716336766210494,81.79988110196318,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,4,49,112144,H18,,,False,,C,43.28,1.84717,0.93959,0.21042,0.24967266632267598,68.62327668902606,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,5,50,111883,H12,,,False,,A,25.46,4.66484,2.18392,0.24931,0.24931002259028118,74.88384853163173,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,6,51,111927,H20,,,False,,D,49.01,2.71693,0.48298,0.15872,0.24034131096450206,67.22431478730738,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,7,52,111982,H21,,,False,,C,26.05,2.105,1.30323,0.13227,0.14037826486055752,81.75791278406376,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,8,53,149742,H4,,,False,,E,31.73,2.12991,1.01053,0.1851,0.20556381377017688,75.53285210493851,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,9,54,140428,H8,,,False,,E,50.43,2.89147,0.38165,0.19431,0.301345091054931,62.762069081429495,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,10,55,95807,H16,,,False,,D,32.54,2.64665,1.19196,0.1989,0.20263713128355534,75.43958646656891,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,11,56,149784,H27,,,False,,C,56.36,3.39468,0.43866,0.21726,0.27493232574592114,62.40339882651513,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,12,57,140583,H26,,,False,,A,60.12,1.45157,0.32702,0.25689,0.4861654644184041,47.357244812803735,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,13,58,55300,H9,,,False,,D,39.29,1.31187,0.62382,0.05009,0.239322924602454,70.69250990084049,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,14,59,140491,H26,,,False,,B,18.81,3.19307,1.3846,0.09892,0.09941023903087062,86.95483446299342,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,15,60,140201,H23,,,False,,D,31.99,2.24373,1.5186,0.21973,0.22210295482488915,74.3668079363822,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,16,61,85670,H24,,,False,,E,55.26,0.93648,0.01685,0.00699,0.4968359094300306,48.36466588704802,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,17,62,141135,H22,,,False,,B,44.88,0.87966,0.51011,0.00817,0.32360389644065884,63.257746731357166,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,18,63,140594,H19,,,False,,B,45.12,1.86385,1.14501,0.26101,0.2801359614134238,65.99916250812745,3368961.0,Médio,1,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,19,64,85827,H13,,,False,,A,19.36,1.49039,2.09108,0.13159,0.13591141659751502,84.38975792116152,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,20,65,141009,H23,,,False,,C,52.19,0.96638,0.17386,0.02709,0.4445415770722548,52.83829749030345,3368961.0,Fácil,0,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,21,66,141340,H24,,,False,,D,17.4,1.73204,2.72077,0.1455,0.14578336049373897,84.43408156790697,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,22,67,84849,H10,,,False,,D,26.89,4.59882,2.67933,0.2714,0.27140000058254404,72.94749996213463,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,23,68,149824,H6,,,False,,E,43.49,3.19948,0.61346,0.2005,0.2279500807275157,69.96174475271148,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,24,69,88661,H1,,,False,,C,34.89,1.09592,1.36918,0.15733,0.21831239472580038,73.59819434282298,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,25,70,56368,H27,,,False,,B,22.83,1.48674,1.75227,0.12006,0.13043300287527798,83.53135481310693,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,26,71,83900,H5,,,False,,A,57.52,2.84871,0.31801,0.21545,0.353943786719366,56.8616538632412,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,27,72,84812,H1,,,False,,D,25.47,2.51773,1.23104,0.13566,0.14008737126027943,81.97982086808184,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,28,73,96978,H15,,,False,,A,58.44,3.38036,0.39077,0.295,0.3624892037684145,55.98420175505305,3368961.0,Fácil,0,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,29,74,95495,H11,,,False,,B,19.11,3.08374,1.64736,0.15319,0.1533403556039432,83.3443768857437,3368961.0,Muito difícil,3,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,30,75,90024,H19,,,False,,B,42.05,2.69381,0.79832,0.22068,0.24030929904654494,69.66239556197458,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,31,76,141167,H22,,,False,,C,22.6,2.19091,1.56736,0.14811,0.15058648481967157,82.30187848672135,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,32,77,118062,H28,,,False,,A,57.71,2.19388,0.35534,0.2554,0.41172286454732193,53.039513804424075,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,33,78,56054,H11,,,False,,B,34.92,2.42693,0.89696,0.18703,0.2066319052508489,74.34692615869481,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,34,79,141162,H12,,,False,,A,19.99,1.75522,2.19228,0.16031,0.1615193755848594,82.50474058698414,3368961.0,Muito difícil,3,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,35,80,118057,H30,,,False,,C,35.1,2.52659,0.77,0.12624,0.15710241652954515,77.50334292557956,3368961.0,Difícil,2,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,36,81,140932,H25,,,False,,E,29.79,1.9729,1.40956,0.20847,0.2154120223705538,75.571718545914,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,37,82,55581,H23,,,False,,E,44.53,1.27011,0.4607,0.01257,0.2791537431893125,66.26950669269469,3368961.0,Médio,1,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,38,83,125788,H21,,,False,,D,27.03,1.33923,1.58995,0.13226,0.15489805654001623,80.47112632489895,3368961.0,Muito difícil,3,A-
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,39,84,140518,H28,,,False,,D,51.81,2.30961,0.41788,0.15881,0.2953895686011281,62.66617804092668,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,40,85,140451,H14,,,False,,B,46.11,1.48185,0.40715,0.0573,0.3061015768574793,63.96489750426384,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,41,86,141078,H17,,,False,,C,41.35,2.57535,0.86944,0.17393,0.19189105785970634,73.05458123911909,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,42,87,111941,H25,,,False,,B,33.62,2.26139,1.02325,0.16839,0.18435243135170787,76.25009196213898,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,43,88,85913,H3,,,False,,C,48.61,2.33002,0.49764,0.18069,0.2808616135107874,64.73049512179882,3368961.0,Fácil,0,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,44,89,149787,H4,,,False,,E,37.99,1.55351,0.67065,0.0359,0.17607779671574697,75.25844321347644,3368961.0,Difícil,2,A
CH,Humanas,Ciências Humanas e suas Tecnologias,1447,AZUL,45,90,140432,H7,,,False,,A,29.84,3.02419,2.65234,0.31115,0.3111508242935562,69.33119642091884,3368961.0,Médio,1,A+
CH,Humanas,Ciências Humanas e suas Tecnologias,1448,AMARELA,1,46,112144,H18,,,False,,C,43.28,1.84717,0.93959,0.21042,0.24967266632267598,68.62327668902606,3368961.0,Médio,1,A
