co_item,area,tipo,motivo,gab,banda_ini,banda_meio,n_banda,alt,pct
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,400,425,545453,E,16.23
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,400,425,545453,outros,0.31
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,450,475,738975,A,18.96
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,450,475,738975,B,22.31
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,450,475,738975,C,16.45
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,450,475,738975,D,23.8
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,450,475,738975,E,18.24
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,450,475,738975,outros,0.24
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,500,525,756189,A,18.04
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,500,525,756189,B,17.88
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,500,525,756189,C,13.93
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,500,525,756189,D,25.33
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,500,525,756189,E,24.61
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,500,525,756189,outros,0.21
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,550,575,486969,A,15.96
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,550,575,486969,B,12.39
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,550,575,486969,C,9.33
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,550,575,486969,D,23.42
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,550,575,486969,E,38.74
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,550,575,486969,outros,0.17
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,600,625,211385,A,12.21
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,600,625,211385,B,7.3
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,600,625,211385,C,4.57
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,600,625,211385,D,14.56
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,600,625,211385,E,61.22
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,600,625,211385,outros,0.13
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,650,675,78709,A,8.35
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,650,675,78709,B,2.9
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,650,675,78709,C,1.44
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,650,675,78709,D,5.41
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,650,675,78709,E,81.85
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,650,675,78709,outros,0.06
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,700,725,27060,A,5.04
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,700,725,27060,B,0.68
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,700,725,27060,C,0.27
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,700,725,27060,D,1.23
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,700,725,27060,E,92.73
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,700,725,27060,outros,0.04
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,750,775,6571,A,2.91
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,750,775,6571,B,0.15
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,750,775,6571,C,0.03
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,750,775,6571,D,0.33
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,750,775,6571,E,96.58
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,750,775,6571,outros,0.0
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,800,825,1024,A,1.27
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,800,825,1024,B,0.0
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,800,825,1024,C,0.1
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,800,825,1024,D,0.0
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,800,825,1024,E,98.63
141577,CN,ref,"item saudável (A=2,33 B=1,10)",E,800,825,1024,outros,0.0
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,300,325,161095,A,20.97
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,300,325,161095,B,21.03
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,300,325,161095,C,21.4
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,300,325,161095,D,19.32
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,300,325,161095,E,16.4
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,300,325,161095,outros,0.87
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,350,375,457100,A,19.8
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,350,375,457100,B,21.23
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,350,375,457100,C,23.15
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,350,375,457100,D,19.62
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,350,375,457100,E,15.75
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,350,375,457100,outros,0.46
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,400,425,498813,A,18.84
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,400,425,498813,B,21.51
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,400,425,498813,C,24.07
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,400,425,498813,D,19.78
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,400,425,498813,E,15.38
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,400,425,498813,outros,0.41
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,450,475,457452,A,18.16
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,450,475,457452,B,21.73
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,450,475,457452,C,25.05
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,450,475,457452,D,19.51
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,450,475,457452,E,15.14
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,450,475,457452,outros,0.41
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,500,525,407132,A,17.46
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,500,525,407132,B,21.73
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,500,525,407132,C,26.49
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,500,525,407132,D,18.95
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,500,525,407132,E,14.9
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,500,525,407132,outros,0.47
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,550,575,347580,A,16.52
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,550,575,347580,B,21.27
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,550,575,347580,C,29.24
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,550,575,347580,D,18.07
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,550,575,347580,E,14.37
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,550,575,347580,outros,0.54
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,600,625,288482,A,14.83
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,600,625,288482,B,20.33
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,600,625,288482,C,34.63
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,600,625,288482,D,16.63
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,600,625,288482,E,12.9
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,600,625,288482,outros,0.68
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,650,675,226815,A,11.58
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,650,675,226815,B,17.86
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,650,675,226815,C,45.44
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,650,675,226815,D,14.17
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,650,675,226815,E,10.16
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,650,675,226815,outros,0.79
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,700,725,157590,A,7.8
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,700,725,157590,B,12.89
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,700,725,157590,C,61.94
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,700,725,157590,D,10.04
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,700,725,157590,E,6.61
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,700,725,157590,outros,0.72
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,750,775,93828,A,4.54
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,750,775,93828,B,7.26
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,750,775,93828,C,77.89
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,750,775,93828,D,6.13
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,750,775,93828,E,3.69
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,750,775,93828,outros,0.49
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,800,825,80215,A,1.6
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,800,825,80215,B,2.36
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,800,825,80215,C,92.24
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,800,825,80215,D,2.19
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,800,825,80215,E,1.39
117856,MT,ref,"item saudável (A=2,17 B=1,83)",C,800,825,80215,outros,0.22
